prompt_id,annotator1,annotator2
climate_change1.0-12763,10,10.0
climate_change1.0-12764,2,2.0
climate_change1.0-12771,11,11.0
climate_change1.0-12772,13,13.0
climate_change1.0-12773,2,2.0
climate_change1.0-12778,2,2.0
climate_change1.0-12782,3,3.0
climate_change1.0-12785,13,13.0
climate_change1.0-12786,3,3.0
climate_change1.0-12787,2,2.0
climate_change1.0-12788,2,2.0
climate_change1.0-12789,6,6.0
climate_change1.0-12792,2,2.0
climate_change1.0-12795,9,9.0
climate_change1.0-12796,9,9.0
climate_change1.0-12801,1,1.0
climate_change1.0-12809,6,6.0
climate_change1.0-1281,1,1.0
climate_change1.0-12811,13,13.0
climate_change1.0-12812,14,14.0
climate_change1.0-12813,13,13.0
climate_change1.0-12819,13,13.0
climate_change1.0-12826,13,13.0
climate_change1.0-12831,2,2.0
climate_change1.0-12834,6,6.0
climate_change1.0-12837,1,1.0
climate_change1.0-12842,2,2.0
climate_change1.0-12846,14,14.0
climate_change1.0-12849,2,2.0
climate_change1.0-12856,6,6.0
climate_change1.0-12858,1,1.0
climate_change1.0-1286,2,2.0
climate_change1.0-12866,13,13.0
climate_change1.0-12867,13,13.0
climate_change1.0-12869,2,2.0
climate_change1.0-1287,14,14.0
climate_change1.0-12870,1,1.0
climate_change1.0-12873,13,13.0
climate_change1.0-12881,2,2.0
climate_change1.0-12888,3,3.0
climate_change1.0-12893,13,13.0
climate_change1.0-12896,14,14.0
climate_change1.0-129,2,2.0
climate_change1.0-12903,6,6.0
climate_change1.0-12905,1,1.0
climate_change1.0-12913,2,2.0
climate_change1.0-12914,1,1.0
climate_change1.0-1292,1,6.0
climate_change1.0-12928,13,13.0
climate_change1.0-12929,13,13.0
climate_change1.0-1293,3,3.0
climate_change1.0-12930,13,13.0
climate_change1.0-12931,2,2.0
climate_change1.0-12935,10,10.0
climate_change1.0-12938,1,1.0
climate_change1.0-12945,2,2.0
climate_change1.0-12946,10,10.0
climate_change1.0-1295,11,
climate_change1.0-12950,6,6.0
climate_change1.0-12957,2,2.0
climate_change1.0-12959,14,14.0
climate_change1.0-1296,13,13.0
climate_change1.0-12971,6,6.0
climate_change1.0-12975,13,13.0
climate_change1.0-12981,13,13.0
climate_change1.0-12986,1,1.0
climate_change1.0-1299,10,10.0
climate_change1.0-12991,2,2.0
climate_change1.0-12994,5,5.0
climate_change1.0-12997,2,2.0
climate_change1.0-13003,2,2.0
climate_change1.0-13010,3,3.0
climate_change1.0-13012,13,13.0
climate_change1.0-13013,12,12.0
climate_change1.0-13014,12,12.0
climate_change1.0-13015,12,12.0
climate_change1.0-13017,8,8.0
climate_change1.0-13018,2,12.0
climate_change1.0-13024,2,2.0
climate_change1.0-13029,2,2.0
climate_change1.0-13031,2,2.0
climate_change1.0-13034,13,13.0
climate_change1.0-13036,2,2.0
climate_change1.0-13037,2,2.0
climate_change1.0-13041,12,12.0
climate_change1.0-13043,2,2.0
climate_change1.0-13044,13,13.0
climate_change1.0-13048,2,2.0
climate_change1.0-13055,10,10.0
climate_change1.0-13056,10,10.0
climate_change1.0-13060,13,13.0
climate_change1.0-13062,14,14.0
climate_change1.0-13064,13,13.0
climate_change1.0-13066,13,13.0
climate_change1.0-13067,2,2.0
climate_change1.0-13069,3,3.0
climate_change1.0-13071,13,13.0
climate_change1.0-13089,2,2.0
climate_change1.0-13090,14,14.0
climate_change1.0-13094,5,5.0
climate_change1.0-13100,10,10.0
climate_change1.0-13102,2,2.0
climate_change1.0-1311,13,13.0
climate_change1.0-13110,2,2.0
climate_change1.0-13113,3,3.0
climate_change1.0-13117,9,9.0
climate_change1.0-13123,6,6.0
climate_change1.0-13124,6,6.0
climate_change1.0-13127,9,9.0
climate_change1.0-13128,13,13.0
climate_change1.0-13130,14,14.0
climate_change1.0-13151,13,13.0
climate_change1.0-13160,13,13.0
climate_change1.0-13161,1,1.0
climate_change1.0-13165,10,10.0
climate_change1.0-13169,2,2.0
climate_change1.0-13179,2,2.0
climate_change1.0-13180,10,10.0
climate_change1.0-13182,10,10.0
climate_change1.0-13184,13,13.0
climate_change1.0-13188,14,14.0
climate_change1.0-1319,1,1.0
climate_change1.0-13199,2,2.0
climate_change1.0-13203,1,1.0
climate_change1.0-13210,2,2.0
climate_change1.0-13214,6,6.0
climate_change1.0-13215,6,6.0
climate_change1.0-13218,6,6.0
climate_change1.0-13226,2,2.0
climate_change1.0-13236,6,6.0
climate_change1.0-13237,2,2.0
climate_change1.0-13238,10,10.0
climate_change1.0-13246,2,2.0
climate_change1.0-13249,6,6.0
climate_change1.0-1325,13,13.0
climate_change1.0-13251,6,6.0
climate_change1.0-1326,13,13.0
climate_change1.0-13269,6,6.0
climate_change1.0-13270,13,13.0
climate_change1.0-13288,6,6.0
climate_change1.0-13290,13,13.0
climate_change1.0-13291,6,
climate_change1.0-13294,2,2.0
climate_change1.0-13295,13,13.0
climate_change1.0-13296,2,2.0
climate_change1.0-13297,13,13.0
climate_change1.0-13298,2,2.0
climate_change1.0-1330,6,6.0
climate_change1.0-13306,2,2.0
climate_change1.0-13308,2,2.0
climate_change1.0-13312,3,
climate_change1.0-13314,13,13.0
climate_change1.0-13326,13,13.0
climate_change1.0-13331,6,6.0
climate_change1.0-13335,2,2.0
climate_change1.0-13339,6,6.0
climate_change1.0-13344,1,1.0
climate_change1.0-13349,6,6.0
climate_change1.0-13355,2,2.0
climate_change1.0-1336,14,14.0
climate_change1.0-13363,1,1.0
climate_change1.0-13368,13,13.0
climate_change1.0-1337,13,13.0
climate_change1.0-13375,13,13.0
climate_change1.0-13377,2,2.0
climate_change1.0-13379,9,9.0
climate_change1.0-1338,14,14.0
climate_change1.0-13385,12,12.0
climate_change1.0-13393,11,11.0
climate_change1.0-13399,14,6.0
climate_change1.0-134,13,13.0
climate_change1.0-13408,8,8.0
climate_change1.0-13409,8,8.0
climate_change1.0-13411,13,13.0
climate_change1.0-13413,8,13.0
climate_change1.0-1342,3,3.0
climate_change1.0-13420,14,
climate_change1.0-13424,14,14.0
climate_change1.0-13425,3,3.0
climate_change1.0-13427,3,3.0
climate_change1.0-13442,2,2.0
climate_change1.0-13443,3,3.0
climate_change1.0-13444,13,13.0
climate_change1.0-13453,9,10.0
climate_change1.0-13457,9,9.0
climate_change1.0-13465,13,13.0
climate_change1.0-13467,9,9.0
climate_change1.0-13470,12,12.0
climate_change1.0-13472,13,13.0
climate_change1.0-13474,6,6.0
climate_change1.0-13477,2,2.0
climate_change1.0-13486,2,2.0
climate_change1.0-13487,2,2.0
climate_change1.0-13491,6,6.0
climate_change1.0-13495,13,13.0
climate_change1.0-13496,13,13.0
climate_change1.0-135,11,11.0
climate_change1.0-13503,13,13.0
climate_change1.0-13505,13,13.0
climate_change1.0-13516,1,1.0
climate_change1.0-13519,14,14.0
climate_change1.0-13540,9,9.0
climate_change1.0-13541,14,14.0
climate_change1.0-13542,2,2.0
climate_change1.0-13549,6,6.0
climate_change1.0-1355,2,2.0
climate_change1.0-13551,2,2.0
climate_change1.0-13556,1,3.0
climate_change1.0-13566,14,
climate_change1.0-13568,13,13.0
climate_change1.0-13590,1,1.0
climate_change1.0-13595,9,9.0
climate_change1.0-13599,9,9.0
climate_change1.0-13606,2,2.0
climate_change1.0-13607,13,13.0
climate_change1.0-1361,2,2.0
climate_change1.0-13610,2,2.0
climate_change1.0-13621,13,
climate_change1.0-13624,9,9.0
climate_change1.0-13629,1,1.0
climate_change1.0-13633,2,2.0
climate_change1.0-13635,2,2.0
climate_change1.0-13636,11,11.0
climate_change1.0-13641,12,12.0
climate_change1.0-13649,2,2.0
climate_change1.0-13651,2,9.0
climate_change1.0-13657,14,14.0
climate_change1.0-13658,3,3.0
climate_change1.0-13664,1,1.0
climate_change1.0-13665,2,2.0
climate_change1.0-13670,2,2.0
climate_change1.0-13687,2,2.0
climate_change1.0-13694,7,7.0
climate_change1.0-1370,6,6.0
climate_change1.0-13700,9,10.0
climate_change1.0-13710,13,13.0
climate_change1.0-13714,2,13.0
climate_change1.0-13718,2,2.0
climate_change1.0-1372,14,14.0
climate_change1.0-13736,14,14.0
climate_change1.0-13737,14,14.0
climate_change1.0-13751,1,1.0
climate_change1.0-1376,14,14.0
climate_change1.0-13760,1,1.0
climate_change1.0-13769,2,2.0
climate_change1.0-1377,2,2.0
climate_change1.0-13772,6,6.0
climate_change1.0-13774,1,1.0
climate_change1.0-1378,1,1.0
climate_change1.0-13781,9,9.0
climate_change1.0-13782,13,13.0
climate_change1.0-13783,14,14.0
climate_change1.0-13785,1,1.0
climate_change1.0-138,13,13.0
climate_change1.0-13801,6,6.0
climate_change1.0-13804,2,2.0
climate_change1.0-13807,9,
climate_change1.0-13819,13,13.0
climate_change1.0-13825,2,2.0
climate_change1.0-13828,9,9.0
climate_change1.0-13831,2,2.0
climate_change1.0-13834,2,2.0
climate_change1.0-13835,2,2.0
climate_change1.0-13839,2,2.0
climate_change1.0-13841,2,2.0
climate_change1.0-13847,2,13.0
climate_change1.0-13850,13,13.0
climate_change1.0-13864,11,11.0
climate_change1.0-13866,2,2.0
climate_change1.0-13867,2,2.0
climate_change1.0-13870,11,11.0
climate_change1.0-13874,12,12.0
climate_change1.0-13876,8,8.0
climate_change1.0-13880,13,13.0
climate_change1.0-13884,6,6.0
climate_change1.0-13885,13,13.0
climate_change1.0-13887,2,2.0
climate_change1.0-1389,14,14.0
climate_change1.0-13893,13,13.0
climate_change1.0-13897,2,2.0
climate_change1.0-139,11,
climate_change1.0-13901,5,5.0
climate_change1.0-13904,10,10.0
climate_change1.0-13917,1,1.0
climate_change1.0-1392,14,14.0
climate_change1.0-13922,13,13.0
climate_change1.0-13923,9,9.0
climate_change1.0-13928,14,14.0
climate_change1.0-13936,14,14.0
climate_change1.0-13938,9,9.0
climate_change1.0-13945,13,
climate_change1.0-13946,11,11.0
climate_change1.0-13947,1,1.0
climate_change1.0-13949,10,10.0
climate_change1.0-13953,12,12.0
climate_change1.0-13960,11,11.0
climate_change1.0-13961,10,10.0
climate_change1.0-13965,1,1.0
climate_change1.0-13974,2,2.0
climate_change1.0-13983,1,1.0
climate_change1.0-13989,14,14.0
climate_change1.0-13996,13,13.0
climate_change1.0-13999,2,2.0
climate_change1.0-140,13,13.0
climate_change1.0-14000,2,2.0
climate_change1.0-14010,13,13.0
climate_change1.0-14020,13,13.0
climate_change1.0-14026,13,13.0
climate_change1.0-14031,14,14.0
climate_change1.0-14032,12,12.0
climate_change1.0-14037,13,13.0
climate_change1.0-1405,2,2.0
climate_change1.0-14051,12,12.0
climate_change1.0-14053,2,2.0
climate_change1.0-14055,13,13.0
climate_change1.0-14062,13,13.0
climate_change1.0-14067,14,14.0
climate_change1.0-14075,6,6.0
climate_change1.0-14078,1,1.0
climate_change1.0-1408,14,14.0
climate_change1.0-14090,14,14.0
climate_change1.0-14095,13,13.0
climate_change1.0-14108,2,2.0
climate_change1.0-14109,2,2.0
climate_change1.0-14119,2,2.0
climate_change1.0-14120,2,2.0
climate_change1.0-14124,11,11.0
climate_change1.0-14125,5,5.0
climate_change1.0-14129,11,11.0
climate_change1.0-1413,13,13.0
climate_change1.0-14132,13,13.0
climate_change1.0-1414,13,13.0
climate_change1.0-14149,2,2.0
climate_change1.0-1415,9,9.0
climate_change1.0-14151,2,2.0
climate_change1.0-14153,2,6.0
climate_change1.0-14162,2,2.0
climate_change1.0-14185,11,11.0
climate_change1.0-14187,13,13.0
climate_change1.0-1419,14,
climate_change1.0-14190,5,5.0
climate_change1.0-14191,13,13.0
climate_change1.0-14202,14,14.0
climate_change1.0-14203,11,11.0
climate_change1.0-14206,2,2.0
climate_change1.0-14207,2,
climate_change1.0-14209,8,8.0
climate_change1.0-14212,14,14.0
climate_change1.0-14222,2,2.0
climate_change1.0-14225,2,2.0
climate_change1.0-14230,11,11.0
climate_change1.0-14237,14,14.0
climate_change1.0-14239,9,9.0
climate_change1.0-1424,3,3.0
climate_change1.0-14242,2,2.0
climate_change1.0-14245,6,6.0
climate_change1.0-1425,2,2.0
climate_change1.0-14265,2,2.0
climate_change1.0-14266,5,5.0
climate_change1.0-14270,13,13.0
climate_change1.0-14271,1,1.0
climate_change1.0-14273,13,13.0
climate_change1.0-14276,9,9.0
climate_change1.0-14278,13,12.0
climate_change1.0-14283,10,10.0
climate_change1.0-14284,13,13.0
climate_change1.0-1429,6,6.0
climate_change1.0-14295,13,13.0
climate_change1.0-14300,2,2.0
climate_change1.0-14303,1,2.0
climate_change1.0-1431,5,5.0
climate_change1.0-14313,13,13.0
climate_change1.0-1433,6,6.0
climate_change1.0-14334,14,14.0
climate_change1.0-14336,11,11.0
climate_change1.0-14337,9,9.0
climate_change1.0-14341,13,13.0
climate_change1.0-14345,14,14.0
climate_change1.0-14347,5,5.0
climate_change1.0-14351,13,13.0
climate_change1.0-14357,6,6.0
climate_change1.0-14363,2,2.0
climate_change1.0-14372,1,1.0
climate_change1.0-14376,13,13.0
climate_change1.0-1438,6,6.0
climate_change1.0-14388,5,5.0
climate_change1.0-1439,6,6.0
climate_change1.0-14392,2,2.0
climate_change1.0-14394,2,2.0
climate_change1.0-14399,5,5.0
climate_change1.0-14405,5,5.0
climate_change1.0-14407,2,2.0
climate_change1.0-1441,2,2.0
climate_change1.0-14414,1,1.0
climate_change1.0-14416,2,2.0
climate_change1.0-14418,2,2.0
climate_change1.0-14419,13,13.0
climate_change1.0-1442,9,9.0
climate_change1.0-14421,9,9.0
climate_change1.0-14435,5,5.0
climate_change1.0-14436,14,14.0
climate_change1.0-1444,2,2.0
climate_change1.0-14442,2,2.0
climate_change1.0-14443,2,2.0
climate_change1.0-14445,2,2.0
climate_change1.0-14458,13,13.0
climate_change1.0-14460,1,1.0
climate_change1.0-14462,13,13.0
climate_change1.0-14472,14,14.0
climate_change1.0-14478,6,6.0
climate_change1.0-14482,14,
climate_change1.0-14489,14,14.0
climate_change1.0-1449,6,6.0
climate_change1.0-14493,14,14.0
climate_change1.0-14496,1,1.0
climate_change1.0-1450,6,6.0
climate_change1.0-14503,5,5.0
climate_change1.0-14505,6,
climate_change1.0-1451,11,11.0
climate_change1.0-14511,2,2.0
climate_change1.0-14516,2,2.0
climate_change1.0-14522,14,14.0
climate_change1.0-14523,2,2.0
climate_change1.0-14525,2,2.0
climate_change1.0-14527,14,14.0
climate_change1.0-14530,5,5.0
climate_change1.0-14537,5,5.0
climate_change1.0-1454,11,11.0
climate_change1.0-14545,2,2.0
climate_change1.0-14554,13,13.0
climate_change1.0-1456,6,6.0
climate_change1.0-1457,2,2.0
climate_change1.0-14574,14,14.0
climate_change1.0-14579,3,3.0
climate_change1.0-14580,3,3.0
climate_change1.0-14583,2,2.0
climate_change1.0-14590,1,1.0
climate_change1.0-14592,1,1.0
climate_change1.0-14594,2,2.0
climate_change1.0-14596,14,14.0
climate_change1.0-14598,2,2.0
climate_change1.0-14599,2,2.0
climate_change1.0-14601,2,2.0
climate_change1.0-14604,13,13.0
climate_change1.0-14605,14,14.0
climate_change1.0-14611,2,2.0
climate_change1.0-14625,3,3.0
climate_change1.0-14627,3,3.0
climate_change1.0-14628,2,2.0
climate_change1.0-1463,3,3.0
climate_change1.0-14634,13,13.0
climate_change1.0-14637,2,2.0
climate_change1.0-14648,2,2.0
climate_change1.0-14649,10,10.0
climate_change1.0-14650,2,2.0
climate_change1.0-14651,5,5.0
climate_change1.0-14654,13,13.0
climate_change1.0-14665,2,2.0
climate_change1.0-14666,14,14.0
climate_change1.0-1467,2,2.0
climate_change1.0-14679,14,14.0
climate_change1.0-14683,14,14.0
climate_change1.0-14686,13,13.0
climate_change1.0-14687,13,13.0
climate_change1.0-14691,2,2.0
climate_change1.0-14694,13,13.0
climate_change1.0-14697,1,1.0
climate_change1.0-14698,13,13.0
climate_change1.0-14703,14,14.0
climate_change1.0-14705,14,14.0
climate_change1.0-1471,2,2.0
climate_change1.0-14714,1,1.0
climate_change1.0-14715,13,13.0
climate_change1.0-14724,2,2.0
climate_change1.0-14731,2,2.0
climate_change1.0-14736,13,13.0
climate_change1.0-14742,13,13.0
climate_change1.0-14748,13,13.0
climate_change1.0-14749,13,13.0
climate_change1.0-14752,2,2.0
climate_change1.0-14756,6,6.0
climate_change1.0-14765,2,9.0
climate_change1.0-14766,2,2.0
climate_change1.0-14776,13,13.0
climate_change1.0-14780,13,13.0
climate_change1.0-14781,3,3.0
climate_change1.0-14788,3,3.0
climate_change1.0-14791,3,3.0
climate_change1.0-14803,13,13.0
climate_change1.0-14814,2,2.0
climate_change1.0-14821,11,11.0
climate_change1.0-14825,14,14.0
climate_change1.0-14826,12,12.0
climate_change1.0-14831,1,1.0
climate_change1.0-14832,14,14.0
climate_change1.0-14836,14,14.0
climate_change1.0-14837,2,2.0
climate_change1.0-14840,1,1.0
climate_change1.0-14845,13,13.0
climate_change1.0-14853,12,12.0
climate_change1.0-14857,11,11.0
climate_change1.0-14859,13,13.0
climate_change1.0-14862,9,9.0
climate_change1.0-14867,13,13.0
climate_change1.0-14868,13,13.0
climate_change1.0-14882,13,13.0
climate_change1.0-14886,2,2.0
climate_change1.0-14892,2,2.0
climate_change1.0-14894,1,1.0
climate_change1.0-14899,13,13.0
climate_change1.0-14901,14,14.0
climate_change1.0-14902,2,7.0
climate_change1.0-14912,2,2.0
climate_change1.0-14917,2,2.0
climate_change1.0-14919,6,6.0
climate_change1.0-14921,5,5.0
climate_change1.0-1493,14,14.0
climate_change1.0-14930,2,2.0
climate_change1.0-14934,10,10.0
climate_change1.0-14937,1,1.0
climate_change1.0-14938,11,11.0
climate_change1.0-14940,2,2.0
climate_change1.0-14941,2,2.0
climate_change1.0-14943,1,1.0
climate_change1.0-14947,14,14.0
climate_change1.0-14949,10,10.0
climate_change1.0-14956,11,11.0
climate_change1.0-14965,5,5.0
climate_change1.0-14967,10,10.0
climate_change1.0-14972,11,11.0
climate_change1.0-14977,1,1.0
climate_change1.0-14979,11,11.0
climate_change1.0-14988,10,10.0
climate_change1.0-14989,1,1.0
climate_change1.0-1499,14,14.0
climate_change1.0-14993,10,10.0
climate_change1.0-14995,1,1.0
climate_change1.0-14998,1,1.0
climate_change1.0-14999,6,6.0
climate_change1.0-15,13,13.0
climate_change1.0-15001,6,6.0
climate_change1.0-15008,2,2.0
climate_change1.0-15009,1,1.0
climate_change1.0-15022,13,13.0
climate_change1.0-15024,12,12.0
climate_change1.0-15026,14,14.0
climate_change1.0-15027,14,14.0
climate_change1.0-15028,3,3.0
climate_change1.0-15033,2,2.0
climate_change1.0-15036,2,2.0
climate_change1.0-15038,14,14.0
climate_change1.0-15040,12,12.0
climate_change1.0-15050,6,6.0
climate_change1.0-15056,13,13.0
climate_change1.0-15060,6,6.0
climate_change1.0-15064,14,14.0
climate_change1.0-15065,12,12.0
climate_change1.0-15068,14,14.0
climate_change1.0-15073,2,2.0
climate_change1.0-15076,13,13.0
climate_change1.0-15078,2,2.0
climate_change1.0-15079,2,2.0
climate_change1.0-15081,2,2.0
climate_change1.0-15082,2,2.0
climate_change1.0-15084,12,12.0
climate_change1.0-15085,9,9.0
climate_change1.0-15093,2,2.0
climate_change1.0-15117,14,14.0
climate_change1.0-15124,14,14.0
climate_change1.0-15126,6,6.0
climate_change1.0-15127,14,14.0
climate_change1.0-15129,12,12.0
climate_change1.0-15130,6,6.0
climate_change1.0-15131,2,2.0
climate_change1.0-15135,14,14.0
climate_change1.0-1514,6,6.0
climate_change1.0-15140,9,9.0
climate_change1.0-15143,2,2.0
climate_change1.0-15144,9,9.0
climate_change1.0-1515,2,2.0
climate_change1.0-15151,1,1.0
climate_change1.0-15152,13,13.0
climate_change1.0-15154,13,13.0
climate_change1.0-15155,11,11.0
climate_change1.0-15157,2,2.0
climate_change1.0-15158,2,2.0
climate_change1.0-15164,1,1.0
climate_change1.0-15167,4,4.0
climate_change1.0-15169,14,14.0
climate_change1.0-15174,14,14.0
climate_change1.0-15187,2,2.0
climate_change1.0-15189,10,10.0
climate_change1.0-15190,2,2.0
climate_change1.0-15201,14,14.0
climate_change1.0-15202,2,2.0
climate_change1.0-15206,13,13.0
climate_change1.0-15207,10,10.0
climate_change1.0-15210,12,12.0
climate_change1.0-15211,1,1.0
climate_change1.0-15213,2,2.0
climate_change1.0-15217,6,6.0
climate_change1.0-15221,1,1.0
climate_change1.0-15222,5,5.0
climate_change1.0-15223,12,12.0
climate_change1.0-15225,2,2.0
climate_change1.0-1523,2,2.0
climate_change1.0-15230,1,1.0
climate_change1.0-15232,14,14.0
climate_change1.0-15239,1,1.0
climate_change1.0-15240,14,14.0
climate_change1.0-15242,13,13.0
climate_change1.0-15245,6,6.0
climate_change1.0-15249,12,12.0
climate_change1.0-15250,5,5.0
climate_change1.0-15252,5,5.0
climate_change1.0-15257,14,14.0
climate_change1.0-1526,2,2.0
climate_change1.0-15262,6,6.0
climate_change1.0-15269,13,13.0
climate_change1.0-15273,1,1.0
climate_change1.0-15274,13,13.0
climate_change1.0-15278,10,10.0
climate_change1.0-15281,2,2.0
climate_change1.0-15287,13,13.0
climate_change1.0-15289,13,13.0
climate_change1.0-15294,2,2.0
climate_change1.0-153,2,2.0
climate_change1.0-15303,12,12.0
climate_change1.0-15306,2,2.0
climate_change1.0-15309,1,1.0
climate_change1.0-15314,10,10.0
climate_change1.0-15316,10,10.0
climate_change1.0-15318,2,2.0
climate_change1.0-15319,10,10.0
climate_change1.0-15321,2,10.0
climate_change1.0-15327,2,2.0
climate_change1.0-15328,1,1.0
climate_change1.0-1533,12,12.0
